domain,top_email,tier,score,source_count,sources,source_urls,top_snippet,all_candidates
kuradashi.jp,support@kuradashi.jp,B,3,1,direct,https://kuradashi.jp/pages/privacy,"報に関する当社お問い合わせ窓口＞<br> Kuradashi運営事務局<br> 東京都品川区上大崎3丁目2-1 目黒センタービル5F<br> MAIL：support@kuradashi.jp</p> <p class=""tar"">2021年6月1日 制定<br> 株式会社クラダシ<br> 代表取締役社長CEO 河村 晃平</p> </secti","support@kuradashi.jp(B,3,direct)"
kynship.co,info@kynship.co,B,3,1,direct,https://kynship.co/ | https://kynship.co/contact-us,"ext-size-14 text-weight-semibold"">Contact:</div><a href=""tel:402-814-0123"" class=""footer-text-link"">info@kynship.co</a></div><div class=""footer-social-block-two""><a href=""https://x.com/kynshipco"" clas","info@kynship.co(B,3,direct)"
lade.de,post@lade.de,B,3,1,direct,https://lade.de/,"ementor-social-icon-envelope elementor-animation-grow elementor-repeater-item-79d21ee"" href=""mailto:post@lade.de"" target=""_blank""> <span class=""elementor-screen-only"">Envelope</span> <svg aria-hidden=","post@lade.de(B,3,direct); sales@lade.de(B,3,direct)"
laferla.com.mt,,,0,0,,,,
lambdatest.com,,,0,0,,,,
landapp.com.br,comercial@landapp.com.br,B,3,1,direct,https://landapp.com.br/,"elementor-icon-list-items""> <li class=""elementor-icon-list-item""> <a href=""mailto:comercial@landapp.com.br""> <span class=""elementor-icon-list-icon""> <svg aria-hidden=""true"" class=""e-font","comercial@landapp.com.br(B,3,direct)"
landstack.co.uk,support@landstack.co.uk,B,3,1,direct,https://www.landstack.co.uk/ | https://www.landstack.co.uk/contactus/,"<div class=""et_pb_text_inner""><h2 class=""p2"">Email</h2> <p><a href=""mailto:support@landstack.co.uk"">support@landstack.co.uk</a></p> <h2>Telephone</h2> <p><a href=""tel:+441285706708"" title=""Call tel:","support@landstack.co.uk(B,3,direct)"
lansweeper.com,,,0,0,,,,
lanterne.ai,info@lanterne.ai,B,3,1,direct,https://lanterne.ai/,"=""/blog"">Blog</a></div><div class=""text-sm text-navy/60 space-y-1 md:text-right""><p><a href=""mailto:info@lanterne.ai"" class=""hover:text-navy transition-colors"">info@lanterne.ai</a></p><p>+44 20 3868 5","info@lanterne.ai(B,3,direct)"
lasso.ai,,,0,0,,,,
lasso.security,,,0,0,,,,
launchgood.com,,,0,0,,,,
lawtrades.com,help@lawtrades.com,B,3,1,direct,https://www.lawtrades.com/terms,"service team at <a href=""tel:(844)529-9505"">(844) 529-9505</a> or by writing to us <a href=""mailto:help@lawtrades.com"">help@lawtrades.com.</a></p></div></div></div></div></div></header><div class=""ove","help@lawtrades.com(B,3,direct); sales@lawtrades.com(B,3,direct)"
lawvu.com,security@lawvu.com,A,5,1,direct,https://lawvu.com/.well-known/security.txt,Contact: mailto:security@lawvu.com Expires: 2027-01-01T00:00:00.000Z,"security@lawvu.com(A,5,direct); info@lawvu.com(B,3,direct)"
layer.team,,,0,0,,,,
leadfeeder.com,security@leadfeeder.com,A,5,1,direct,https://www.leadfeeder.com/security/,"imary-signal-green hover:brightness-90 transition-colors duration-200 w-full md:w-fit"" href=""mailto:security@leadfeeder.com?ref=leadfeeder""> Contact our security team </a> </div> <div class=""flex flex","security@leadfeeder.com(A,5,direct); info@leadfeeder.com(B,3,direct); sales@leadfeeder.com(B,3,direct); support@leadfeeder.com(B,3,direct)"
leadmagic.io,security@leadmagic.io,A,5,1,direct,https://leadmagic.io/.well-known/security.txt,or reporting responsibly. # Policy and scope: https://leadmagic.io/company/security Contact: mailto:security@leadmagic.io Contact: https://leadmagic.io/company/contact Expires: 2027-01-01T00:00:00.000,"security@leadmagic.io(A,5,direct); support@leadmagic.io(B,3,direct)"
leanlabs.com,,,0,0,,,,
leanmote.com,,,0,0,,,,
leanrs.com,info@leanrs.com,B,3,1,direct,https://www.leanrs.com/ | https://www.leanrs.com/contact,""" class=""footer-still-icon email""/><p class=""footer-contact-title email"">Contact</p><a href=""mailto:info@leanrs.com"" class=""footer-right-ph bottom"">info@leanrs.com</a></div><div class=""footer-contact-","info@leanrs.com(B,3,direct)"
legalmike.ai,info@legalmike.ai,B,3,1,direct,https://legalmike.ai/ | https://legalmike.ai/contact/ | https://legalmike.ai/security-compliance/,"n vraag? Wij reageren doorgaans binnen drie werkdagen. Je kunt ons ook bereiken via <a href=""mailto:info@legalmike.ai""><strong>info@legalmike.ai</strong></a> of telefonisch op <a href=""tel:0850064686""","info@legalmike.ai(B,3,direct)"
legroupenova.com,,,0,0,,,,
leonardo.ai,,,0,0,,,,
letsweel.com,help@letsweel.com,B,3,1,direct,https://letsweel.com/.well-known/security.txt,Contact: mailto:help@letsweel.com Expires: 2025-12-31T12:59:00Z,"help@letsweel.com(B,3,direct)"
letterdrop.com,parthi@letterdrop.com,B,3,1,direct,https://letterdrop.trust.site/,"5YWE4OS1mNjMzLTRjN2EtOWQwMS0zOTMxNzJjZWVmN2Y="",""pk"":""5549aa89-f633-4c7a-9d01-393172ceef7f"",""email"":""parthi@letterdrop.com"",""firstName"":""Parthi"",""lastName"":""Loganathan"",""fullName"":""Parthi Loganathan"",""","parthi@letterdrop.com(B,3,direct); support@letterdrop.com(B,3,direct); vinod@letterdrop.com(B,3,direct)"
lev.com,,,0,0,,,,
levels.fyi,hello@levels.fyi,B,3,1,direct,https://www.levels.fyi/,"mpting to change password. We have re-sent you a verification email. For any issues, please contact hello@levels.fyi.""},""titleDirectory"":{""title"":""Title Directory"",""subtitle"":""Click on a title to expl","hello@levels.fyi(B,3,direct); team@levels.fyi(B,3,direct)"
levelupgroup.nl,,,0,0,,,,
leverest.net,info@leverest.net,B,3,1,direct,https://leverest.net/,"entor-widget-container""><div class=""elementor-icon-wrapper""> <a class=""elementor-icon"" href=""mailto:info@leverest.net""> <svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 512 512""><path fill=""var(--","info@leverest.net(B,3,direct)"
levno.com,info@levno.com,B,3,1,direct,https://www.levno.com/ | https://www.levno.com/contact | https://www.levno.com/legal,"a9b750%22%2C%22instanceId%22%3A%2299e3751c-df4d-ff1b-fc1e-5933890fd46c%22%7D%5D"" class=""footerlink"">info@levno.com</a></div><div class=""_20px""></div><a data-wf-native-id-path=""99e3751c-df4d-ff1b-fc1e-","info@levno.com(B,3,direct)"
levo.ai,,,0,0,,,,
lhdottie.com,,,0,0,,,,
lickd.co,,,0,0,,,,
lightbase.co,,,0,0,,,,
lightmetrics.co,contact@lightmetrics.co,B,3,1,direct,https://www.lightmetrics.co/contact-us,"cap=""round"" stroke-linejoin=""round""></path> </svg></div><div class=""contact-us-text"">Send a mail to contact@lightmetrics.co</div></div></div></div></div><div class=""form_wrapper""><div class=""w-embed w","contact@lightmetrics.co(B,3,direct); info@lightmetrics.co(B,3,direct)"
lilt.com,compliance@lilt.com,B,3,1,direct,https://lilt.com/legal/privacy,"s possible. If you believe we have collected such information, please contact us at <a href=""mailto:compliance@lilt.com"">compliance@lilt.com</a>.</li></ul></li></ol><p>3. <strong>HOW WE USE AND SHARE ","compliance@lilt.com(B,3,direct); legal@lilt.com(B,3,direct)"
limacharlie.io,legal@limacharlie.io,B,3,1,direct,https://limacharlie.io/terms,"t Object]"" style=""cursor:pointer !important"" target=""_blank"" rel=""noopener noreferrer"" href=""mailto:legal@limacharlie.io""><span style=""color:var(--color-accent-alt)"">legal@limacharlie.io</span></a><br","legal@limacharlie.io(B,3,direct)"
limbomusic.com,info@limbomusic.com,B,3,1,direct,https://www.limbomusic.com/privacy,"lanta 3 (Local), 28014 Madrid, Spain. CIF ESB88632955. Data-protection contact: <a href=""mailto:info@limbomusic.com"">info@limbomusic.com</a>. </p> <h2>2. Data we collect</h2> <ul> <li>Contact and busi","info@limbomusic.com(B,3,direct)"
limelife.com,wecare@limelife.com,B,3,1,direct,https://www.limelife.com/CorpOrphan/home | https://www.limelife.com/Error/NotFound,"rl"": ""https://media.limelife.com/public/Content/images/Newlogo.svg"" }], ""email"": ""wecare@limelife.com"", ""telephone"": ""+1 844-232-6294"", ""address"": { ""@type"": ""PostalAddre","wecare@limelife.com(B,3,direct)"
liminal.co,,,0,0,,,,
lindo.ai,sales@lindo.ai,B,3,1,direct,https://lindo.ai/ | https://lindo.ai/privacy | https://lindo.ai/terms,"2 0 0 0 23.5 12C23.5 5.649 18.351.5 12 .5Z""></path></svg></a><a class=""cursor-pointer"" href=""mailto:sales@lindo.ai""><button class=""relative flex h-9 shrink-0 cursor-pointer select-none items-center ju","sales@lindo.ai(B,3,direct); support@lindo.ai(B,3,direct)"
linear.app,security@linear.app,A,5,1,direct,https://linear.app/.well-known/security.txt,Contact: mailto:security@linear.app Expires: 2026-12-31T08:00:00.000Z Policy: https://linear.app/security/vulnerability,"security@linear.app(A,5,direct); billing@linear.app(B,3,direct); hello@linear.app(B,3,direct); support@linear.app(B,3,direct)"
link37.org,,,0,0,,,,
linktr.ee,,,0,0,,,,
lions.co,,,0,0,,,,
listalpha.com,info@listalpha.com,B,3,1,direct,https://www.listalpha.com/privacy,"promote our business.</p><p>You can stop receiving our marketing communications by contacting us at info@listalpha.com or, where relevant, by following the unsubscribe link in any marketing communicat","info@listalpha.com(B,3,direct); privacy@listalpha.com(B,3,direct)"
listenlabs.ai,florian@listenlabs.ai,B,3,1,direct,https://listenlabs.ai/privacy,"er-text""><!--$--><a class=""framer-text framer-styles-preset-1re7170"" data-styles-preset=""RzciROFIz"">florian@listenlabs.ai</a><!--/$--></p><p class=""framer-text framer-styles-preset-kbnjwm"" data-styles","florian@listenlabs.ai(B,3,direct); press@listenlabs.ai(B,3,direct); privacy@listenlabs.ai(B,3,direct); support@listenlabs.ai(B,3,direct)"
littlebird.ai,support@littlebird.ai,B,3,1,direct,https://littlebird.ai/privacy,"might not be the right fit for you at this moment.<br/>‍<br/>Questions? Email us at <a href=""mailto:support@littlebird.ai"" data-wf-native-id-path=""248b5a99-47d6-a88e-2096-a52dd447a716"" data-wf-ao-clic","support@littlebird.ai(B,3,direct)"
liveplan.com,,,0,0,,,,
liverem.com,,,0,0,,,,
liveseo.com.br,comercial@liveseo.com.br,B,3,1,direct,https://liveseo.com.br/,"<ul style=""list-style: none!important; padding: 0;""><li><a style=""color: #fff;"" href=""mailto:comercial@liveseo.com.br"">comercial@liveseo.com.br</a></li><li><a style=""color: #fff;"" href=""tel:+554433463","comercial@liveseo.com.br(B,3,direct)"
llamaindex.ai,,,0,0,,,,
llexeter.co.uk,sales@llexeter.co.uk,B,3,1,direct,https://www.llexeter.co.uk/,"class=""links list-unstyled mb-0""> <li> <a href=""mailto: sales@llexeter.co.uk"" class=""hover-underline-animation a links"">Email: sales@llexeter.co.uk</a> </li","sales@llexeter.co.uk(B,3,direct)"
lnk.bio,support@lnk.bio,B,3,1,direct,https://lnk.bio/contact,"t"": { ""@type"": ""ContactPoint"", ""contactType"": ""customer support"", ""email"": ""support@lnk.bio"", ""availableLanguage"": [ ""English"" ] }, ""sameAs"": [ ""ht","support@lnk.bio(B,3,direct)"
loadshare.net,info@loadshare.net,B,3,1,direct,https://loadshare.net/ | https://loadshare.net/about/security | https://loadshare.net/abuse,"dsharenetworks/""],""contactPoint"":[{""@type"":""ContactPoint"",""contactType"":""customer support"",""email"":""info@loadshare.net"",""areaServed"":""IN"",""availableLanguage"":[""English"",""Hindi""]}]} </script> <script t","info@loadshare.net(B,3,direct)"
loadsmart.com,carrier@loadsmart.com,B,3,1,direct,https://loadsmart.com/contact/,"cription-sc-1wdqilo-9 dmhFCJ"">Carrier Sales</h3><p class=""Contactstyles__Text-sc-1wdqilo-10 cynyel"">carrier@loadsmart.com</p><p class=""Contactstyles__Text-sc-1wdqilo-10 cynyel"">(646) 887 6278</p></div","carrier@loadsmart.com(B,3,direct); sales@loadsmart.com(B,3,direct)"
localfalcon.com,,,0,0,,,,
locates.com.br,,,0,0,,,,
lockchain.ai,security@lockchain.ai,A,5,1,direct,https://lockchain.ai/security.txt,Contact: mailto:security@lockchain.ai Expires: 2025-04-01T04:00:00.000Z Encryption: https://lockchain.ai/pgp-key.txt Preferred-Languages:,"security@lockchain.ai(A,5,direct); support@lockchain.ai(B,3,direct)"
loft47.com,connect@loft47.com,B,3,1,direct,https://loft47.com/privacy-policy,", you have any questions about how your information is being handled, please contact us by email at connect@Loft47.com.</p><p class=""terms-paragraph"">Our Privacy Policy was last updated on: 03/03/2023","connect@loft47.com(B,3,direct); sales@loft47.com(B,3,direct); support@loft47.com(B,3,direct)"
logcomex.ai,,,0,0,,,,
logic.inc,,,0,0,,,,
logrocket.com,support@logrocket.com,B,3,1,direct,https://logrocket.com/privacy,"the extent applicable).\nTo exercise any of your rights, please contact us at \u003ca href=\""mailto:support@logrocket.com\""\u003esupport@logrocket.com\u003c/a\u003e.\nWe will respond to all requests a","support@logrocket.com(B,3,direct); trust@logrocket.com(B,3,direct); u003esupport@logrocket.com(B,3,direct)"
logto.io,contact@logto.io,B,3,1,direct,https://logto.io/contact,"cType=""multipart/form-data"" accept-charset=""utf8""><input type=""hidden"" name=""autoreply-from"" value=""contact@logto.io""/><input type=""hidden"" name=""autoreply-sender-name"" value=""Logto""/><input type=""hid","contact@logto.io(B,3,direct)"
lokalise.com,brittany.wolfe@lokalise.com,B,3,1,direct,https://lokalise.com/,"\"":{\""id\"":4147,\""documentId\"":\""ipp1i481d2bxt762yy5ifat6\"",\""name\"":\""Brittany Wolfe\"",\""email\"":\""brittany.wolfe@lokalise.com\"",\""description\"":\""\u003cp\u003eWith a background in brand and revenue ","brittany.wolfe@lokalise.com(B,3,direct); gita@lokalise.com(B,3,direct); hello@lokalise.com(B,3,direct); legal@lokalise.com(B,3,direct); mia.comic@lokalise.com(B,3,direct); privacy@lokalise.com(B,3,direct)"
lookback.io,dpo@lookback.io,B,3,1,direct,https://www.lookback.com/privacy,"ck Group, Inc<br><span>877 Cedar Street<br></span><span>Suite 150<br>Santa Cruz, CA 95060</span><br>dpo@lookback.io</p> </div><!-- /.section__content --> </div><!-- /.shell --> </section><!-- /.sectio","dpo@lookback.io(B,3,direct); support@lookback.io(B,3,direct)"
loopai.com,support@loopai.com,B,3,1,direct,https://www.loopai.com/ | https://www.loopai.com/security,":{\\\""@type\\\"":\\\""ContactPoint\\\"",\\\""contactType\\\"":\\\""Customer Service\\\"",\\\""email\\\"":\\\""support@loopai.com\\\""},\\\""sameAs\\\"":[]}\""}}],[\""$\"",\""body\"",null,{\""className\"":\""sora_45d94d4d-","support@loopai.com(B,3,direct)"
loopboard.io,,,0,0,,,,
lorikeetcx.ai,,,0,0,,,,
lovable.dev,abuse@lovable.dev,A,5,1,direct,https://lovable.dev/abuse | https://lovable.dev/terms,"s keep Lovable safe by reporting any abuse or policy violations. Please email us at <a href=""mailto:abuse@lovable.dev"" class=""hover:text-primary underline transition-colors"">abuse@lovable.dev</a> to r","abuse@lovable.dev(A,5,direct); u003eabuse@lovable.dev(A,5,direct); vulnerability-disclosure@lovable.dev(A,5,direct); dpo@lovable.dev(B,3,direct); dsa-contact@lovable.dev(B,3,direct); privacy@lovable.dev(B,3,direct)"
lovepopcards.com,,,0,0,,,,
ludusengine.com,security@ludusengine.com,A,5,1,direct,https://ludusengine.com/.well-known/security.txt,"Canonical: https://app.ludusengine.com/.well-known/security.txt Contact: mailto:security@ludusengine.com Expires: 2026-12-31T11:01:00Z Preferred-Languages: en,pl","security@ludusengine.com(A,5,direct)"
lulifama.com,,,0,0,,,,
luma.com,security@luma.com,A,5,1,direct,https://luma.com/.well-known/security.txt,Contact: mailto:security@luma.com Policy: https://help.luma.com/p/security-bug-bounty Preferred-Languages: en Canonical: https://luma,"security@luma.com(A,5,direct)"
lumar.io,hello@lumar.io,B,3,1,direct,https://www.lumar.io/contact/,"<div class=""lmr-usp_content""> <p class=""""><a href=""mailto:hello@lumar.io"">hello@lumar.io</a><br /> <br /> US Office: <a href=""tel:+19292949420"">+1 929 294 9420</a><br />","hello@lumar.io(B,3,direct); sales@lumar.io(B,3,direct); support@lumar.io(B,3,direct)"
luminovo.com,sales@luminovo.com,B,3,1,direct,https://luminovo.com/,"place. Welcome to the new standard of monitoring, quoting, and procuring PCBAs."", ""email"": ""sales@luminovo.com"", ""telephone"": ""+49-89-38036529"", ""address"": { ""@type"": ""PostalAddress"",","sales@luminovo.com(B,3,direct)"
luminpdf.com,huyenntm+0002@luminpdf.com,B,3,1,direct,https://www.luminpdf.com/ | https://www.luminpdf.com/security | https://www.luminpdf.com/security.txt,"1\""}]},\""new-pricing-models\"":{\""defaultValue\"":\""VariantA\"",\""rules\"":[{\""condition\"":{\""email\"":\""huyenntm+0002@luminpdf.com\""},\""force\"":\""VariantB\""},{\""condition\"":{\""email\"":\""huyenntm+0003@lumi","huyenntm+0002@luminpdf.com(B,3,direct); huyenntm+0003@luminpdf.com(B,3,direct); huyenntm+0004@luminpdf.com(B,3,direct); quynhpn@luminpdf.com(B,3,direct); support@luminpdf.com(B,3,direct); tramntq@luminpdf.com(B,3,direct)"
lumonic.com,,,0,0,,,,
lusha.com,,,0,0,,,,
mabl.com,eurequest@mabl.com,B,3,1,direct,https://www.mabl.com/privacy,"a Data Subject and would like to exercise any of these rights, please contact us at <a href=""mailto:eurequest@mabl.com"">eurequest@mabl.com</a>. We will endeavor to respond without undue delay and at t","eurequest@mabl.com(B,3,direct); inquiry@mabl.com(B,3,direct)"
madelevator.com,customerservice@madelevator.com,B,3,1,direct,https://madelevator.com/ | https://madelevator.com/contact | https://madelevator.com/policies,"ss=""block text-lg font-medium leading-5 text-black break-all hover:text-red font-neue"" href=""mailto:customerservice@madelevator.com"">customerservice@madelevator.com</a></div></div><div class=""flex fle","customerservice@madelevator.com(B,3,direct); mos@madelevator.com(B,3,direct); parts@madelevator.com(B,3,direct); support@madelevator.com(B,3,direct); vms@madelevator.com(B,3,direct)"
